n1(SiO2),n2(Si3N4),n3(Al2O3),h1(SiO2)/nm,h2(Si3N4)/nm,h3(Al2O3)/nm,T()
2.12699,4.06632,3.1262,0.4,1.0,1.3,0.9425468906369516
2.12699,4.06632,3.1262,0.4,1.0,1.4,0.7332995578926256
2.12699,4.06632,3.1262,0.4,1.0,1.5000000000000002,0.6715576979363045
2.12699,4.06632,3.1262,0.4,1.0,1.6,0.6860193558325008
2.12699,4.06632,3.1262,0.4,1.0,1.7000000000000002,0.3613484053850397
2.12699,4.06632,3.1262,0.4,1.0,1.8000000000000005,0.9117627349785024
2.12699,4.06632,3.1262,0.4,1.0,1.9,0.647231979728326
2.12699,4.06632,3.1262,0.4,1.0,2.0,0.4840174243711175
2.12699,4.06632,3.1262,0.4,1.1,0.1,0.2470564024723303
2.12699,4.06632,3.1262,0.4,1.1,0.2,0.3526171551641547
2.12699,4.06632,3.1262,0.4,1.1,0.3,0.3569951257338831
2.12699,4.06632,3.1262,0.4,1.1,0.4,0.2168675538488406
2.12699,4.06632,3.1262,0.4,1.1,0.5,0.7087655141246606
2.12699,4.06632,3.1262,0.4,1.1,0.6,0.4676746347751562
2.12699,4.06632,3.1262,0.4,1.1,0.7,0.2371118891852127
2.12699,4.06632,3.1262,0.4,1.1,0.8,0.6365703340877458
2.12699,4.06632,3.1262,0.4,1.1,0.9,0.7343051257512239
2.12699,4.06632,3.1262,0.4,1.1,1.0,0.3399485994512776
2.12699,4.06632,3.1262,0.4,1.1,1.1,0.6664733655855651
2.12699,4.06632,3.1262,0.4,1.1,1.2000000000000002,0.6298049834893611
2.12699,4.06632,3.1262,0.4,1.1,1.3,0.8691762734863627
2.12699,4.06632,3.1262,0.4,1.1,1.4,0.3800627386710344
2.12699,4.06632,3.1262,0.4,1.1,1.5000000000000002,0.6094526301573691
2.12699,4.06632,3.1262,0.4,1.1,1.6,0.5243753431511193
2.12699,4.06632,3.1262,0.4,1.1,1.7000000000000002,0.5807070717174959
2.12699,4.06632,3.1262,0.4,1.1,1.8000000000000005,0.6964368684582052
2.12699,4.06632,3.1262,0.4,1.1,1.9,0.6078168706678697
2.12699,4.06632,3.1262,0.4,1.1,2.0,0.5420117245002071
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.1,0.5264004259118585
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.2,0.5826761115988685
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.3,0.5616855425669375
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.4,0.5001071861283113
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.5,0.6436938939472306
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.6,0.5491698029118713
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.7,0.3074392312421576
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.8,0.8913179216881193
2.12699,4.06632,3.1262,0.4,1.2000000000000002,0.9,0.5226344549743049
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.0,0.9394494768398708
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.1,0.776949246452352
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.2000000000000002,0.7770022681713359
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.3,0.6123365870991974
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.4,0.3612686566524069
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.5000000000000002,0.6530558998727493
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.6,0.6267193982745781
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.7000000000000002,0.6647654073826402
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.8000000000000005,0.9184854317331445
2.12699,4.06632,3.1262,0.4,1.2000000000000002,1.9,0.8794006110607108
2.12699,4.06632,3.1262,0.4,1.2000000000000002,2.0,0.8119772822989465
2.12699,4.06632,3.1262,0.4,1.3,0.1,0.9428984791838456
2.12699,4.06632,3.1262,0.4,1.3,0.2,0.518087341151609
2.12699,4.06632,3.1262,0.4,1.3,0.3,0.8170044333059281
2.12699,4.06632,3.1262,0.4,1.3,0.4,0.1037576223125625
2.12699,4.06632,3.1262,0.4,1.3,0.5,0.3078420288721152
2.12699,4.06632,3.1262,0.4,1.3,0.6,0.8016395122569361
2.12699,4.06632,3.1262,0.4,1.3,0.7,0.6198456296416109
2.12699,4.06632,3.1262,0.4,1.3,0.8,0.9629779478977042
2.12699,4.06632,3.1262,0.4,1.3,0.9,0.8092058511418904
2.12699,4.06632,3.1262,0.4,1.3,1.0,0.5763159409678094
2.12699,4.06632,3.1262,0.4,1.3,1.1,0.8346520815805162
2.12699,4.06632,3.1262,0.4,1.3,1.2000000000000002,0.8674181773648324
2.12699,4.06632,3.1262,0.4,1.3,1.3,0.4944142509785294
2.12699,4.06632,3.1262,0.4,1.3,1.4,0.6498313925773418
2.12699,4.06632,3.1262,0.4,1.3,1.5000000000000002,0.6452723602474421
2.12699,4.06632,3.1262,0.4,1.3,1.6,0.11372439893193
2.12699,4.06632,3.1262,0.4,1.3,1.7000000000000002,0.3673418017826189
2.12699,4.06632,3.1262,0.4,1.3,1.8000000000000005,0.242823393271333
2.12699,4.06632,3.1262,0.4,1.3,1.9,0.17699436190247
2.12699,4.06632,3.1262,0.4,1.3,2.0,0.181198136647203
2.12699,4.06632,3.1262,0.4,1.4,0.1,0.9436955127547532
2.12699,4.06632,3.1262,0.4,1.4,0.2,0.4950050937722701
2.12699,4.06632,3.1262,0.4,1.4,0.3,0.4657724781359036
2.12699,4.06632,3.1262,0.4,1.4,0.4,0.5551107039257763
2.12699,4.06632,3.1262,0.4,1.4,0.5,0.9848544371472108
2.12699,4.06632,3.1262,0.4,1.4,0.6,0.8114909014469747
2.12699,4.06632,3.1262,0.4,1.4,0.7,0.4571944593572303
2.12699,4.06632,3.1262,0.4,1.4,0.8,0.2776487117547083
2.12699,4.06632,3.1262,0.4,1.4,0.9,0.457384835454495
2.12699,4.06632,3.1262,0.4,1.4,1.0,0.336469959287424
2.12699,4.06632,3.1262,0.4,1.4,1.1,0.5866768561894005
2.12699,4.06632,3.1262,0.4,1.4,1.2000000000000002,0.600176172766147
2.12699,4.06632,3.1262,0.4,1.4,1.3,0.5375021636846227
2.12699,4.06632,3.1262,0.4,1.4,1.4,0.2203785852646067
2.12699,4.06632,3.1262,0.4,1.4,1.5000000000000002,0.5292359741183591
2.12699,4.06632,3.1262,0.4,1.4,1.6,0.7656073970654519
2.12699,4.06632,3.1262,0.4,1.4,1.7000000000000002,0.3986288116006448
2.12699,4.06632,3.1262,0.4,1.4,1.8000000000000005,0.9858192943278112
2.12699,4.06632,3.1262,0.4,1.4,1.9,0.6313603327935502
2.12699,4.06632,3.1262,0.4,1.4,2.0,0.5569738254654987
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.1,0.2644556794419517
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.2,0.5467993640943498
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.3,0.3121102118187282
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.4,0.9214674555926762
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.5,0.4629061134495346
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.6,0.984913672966554
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.7,0.6418016958170955
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.8,0.6067775655319355
2.12699,4.06632,3.1262,0.4,1.5000000000000002,0.9,0.4347810310957269
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.0,0.1703421756056117
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.1,0.3807939599220696
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.2000000000000002,0.4449046687391912
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.3,0.1800508568268841
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.4,0.2117773646219786
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.5000000000000002,0.4294387687036549
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.6,0.7960956508033065
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.7000000000000002,0.7087772667376685
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.8000000000000005,0.2398630221610399
2.12699,4.06632,3.1262,0.4,1.5000000000000002,1.9,0.9239496975211658
2.12699,4.06632,3.1262,0.4,1.5000000000000002,2.0,0.2262926910339777
2.12699,4.06632,3.1262,0.4,1.6,0.1,0.5438436547052944
2.12699,4.06632,3.1262,0.4,1.6,0.2,0.3818532227090193
2.12699,4.06632,3.1262,0.4,1.6,0.3,0.7228233818312042
2.12699,4.06632,3.1262,0.4,1.6,0.4,0.8867980901736332
2.12699,4.06632,3.1262,0.4,1.6,0.5,0.1795534675624471
2.12699,4.06632,3.1262,0.4,1.6,0.6,0.1250679729964187
2.12699,4.06632,3.1262,0.4,1.6,0.7,0.3294071387444116
2.12699,4.06632,3.1262,0.4,1.6,0.8,0.9329637160501568
2.12699,4.06632,3.1262,0.4,1.6,0.9,0.4097480837530682
2.12699,4.06632,3.1262,0.4,1.6,1.0,0.2581661763920083
2.12699,4.06632,3.1262,0.4,1.6,1.1,0.9840677220663092
2.12699,4.06632,3.1262,0.4,1.6,1.2000000000000002,0.2979574380381314
2.12699,4.06632,3.1262,0.4,1.6,1.3,0.7089651377254973
2.12699,4.06632,3.1262,0.4,1.6,1.4,0.8556295567487152
2.12699,4.06632,3.1262,0.4,1.6,1.5000000000000002,0.3728584773433772
2.12699,4.06632,3.1262,0.4,1.6,1.6,0.1382161932652745
2.12699,4.06632,3.1262,0.4,1.6,1.7000000000000002,0.942160002357921
2.12699,4.06632,3.1262,0.4,1.6,1.8000000000000005,0.441683274763204
2.12699,4.06632,3.1262,0.4,1.6,1.9,0.8628541399660022
2.12699,4.06632,3.1262,0.4,1.6,2.0,0.5850077640116278
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.1,0.951413705813587
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.2,0.788575703305056
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.3,0.3435732370650559
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.4,0.7360628837939379
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.5,0.1592227485980963
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.6,0.979917323418498
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.7,0.9819594032663778
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.8,0.8158521356547933
2.12699,4.06632,3.1262,0.4,1.7000000000000002,0.9,0.441897134980395
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.0,0.2479479969156182
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.1,0.5361218711521526
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.2000000000000002,0.1294278877972369
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.3,0.2691619072512232
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.4,0.5757997154582003
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.5000000000000002,0.9499826723928068
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.6,0.2404913962597082
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.7000000000000002,0.1229237738705109
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.8000000000000005,0.7471340217490304
2.12699,4.06632,3.1262,0.4,1.7000000000000002,1.9,0.4257400213380734
2.12699,4.06632,3.1262,0.4,1.7000000000000002,2.0,0.3398154499747616
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.1,0.9296061307932532
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.2,0.139357368223767
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.3,0.2645887427435401
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.4,0.6059364525598159
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.5,0.8587664177605642
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.6,0.6906721415581119
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.7,0.2187857413991088
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.8,0.1836320583786857
2.12699,4.06632,3.1262,0.4,1.8000000000000005,0.9,0.5874602296988042
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.0,0.7894873449362714
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.1,0.9117795797385628
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.2000000000000002,0.3405175075750447
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.3,0.6562897932505021
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.4,0.9595403419842836
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.5000000000000002,0.9331169808645116
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.6,0.7900658711407655
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.7000000000000002,0.4189944914328313
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.8000000000000005,0.6345771465408307
2.12699,4.06632,3.1262,0.4,1.8000000000000005,1.9,0.2862184236201928
2.12699,4.06632,3.1262,0.4,1.8000000000000005,2.0,0.576552159739566
2.12699,4.06632,3.1262,0.4,1.9,0.1,0.5420231653855201
2.12699,4.06632,3.1262,0.4,1.9,0.2,0.1506780971993514
2.12699,4.06632,3.1262,0.4,1.9,0.3,0.196554007773105
2.12699,4.06632,3.1262,0.4,1.9,0.4,0.2067704319067068
2.12699,4.06632,3.1262,0.4,1.9,0.5,0.569149671619669
2.12699,4.06632,3.1262,0.4,1.9,0.6,0.9876889757339032
2.12699,4.06632,3.1262,0.4,1.9,0.7,0.861092211493761
2.12699,4.06632,3.1262,0.4,1.9,0.8,0.9062757269826428
2.12699,4.06632,3.1262,0.4,1.9,0.9,0.158183870354346
2.12699,4.06632,3.1262,0.4,1.9,1.0,0.617830651691366
2.12699,4.06632,3.1262,0.4,1.9,1.1,0.4537738517495725
2.12699,4.06632,3.1262,0.4,1.9,1.2000000000000002,0.8439886387389783
2.12699,4.06632,3.1262,0.4,1.9,1.3,0.6718740899608691
2.12699,4.06632,3.1262,0.4,1.9,1.4,0.9112947450377126
2.12699,4.06632,3.1262,0.4,1.9,1.5000000000000002,0.9656357665803572
2.12699,4.06632,3.1262,0.4,1.9,1.6,0.9128470727298283
2.12699,4.06632,3.1262,0.4,1.9,1.7000000000000002,0.4517441229652312
2.12699,4.06632,3.1262,0.4,1.9,1.8000000000000005,0.8895787803829605
2.12699,4.06632,3.1262,0.4,1.9,1.9,0.4475176493933951
2.12699,4.06632,3.1262,0.4,1.9,2.0,0.1369802317797183
2.12699,4.06632,3.1262,0.4,2.0,0.1,0.7123541866156745
2.12699,4.06632,3.1262,0.4,2.0,0.2,0.7904110970433782
2.12699,4.06632,3.1262,0.4,2.0,0.3,0.3554427960908907
2.12699,4.06632,3.1262,0.4,2.0,0.4,0.5835926379394425
2.12699,4.06632,3.1262,0.4,2.0,0.5,0.6307875332487575
2.12699,4.06632,3.1262,0.4,2.0,0.6,0.9042265299710824
2.12699,4.06632,3.1262,0.4,2.0,0.7,0.905773592424137
2.12699,4.06632,3.1262,0.4,2.0,0.8,0.5149266316367257
2.12699,4.06632,3.1262,0.4,2.0,0.9,0.2128152896443337
2.12699,4.06632,3.1262,0.4,2.0,1.0,0.376110103063447
2.12699,4.06632,3.1262,0.4,2.0,1.1,0.5655875836654066
2.12699,4.06632,3.1262,0.4,2.0,1.2000000000000002,0.1108398470278159
2.12699,4.06632,3.1262,0.4,2.0,1.3,0.9597404793565324
2.12699,4.06632,3.1262,0.4,2.0,1.4,0.3037683204171656
2.12699,4.06632,3.1262,0.4,2.0,1.5000000000000002,0.943679069007048
2.12699,4.06632,3.1262,0.4,2.0,1.6,0.1414153177875352
2.12699,4.06632,3.1262,0.4,2.0,1.7000000000000002,0.7705973007500484
2.12699,4.06632,3.1262,0.4,2.0,1.8000000000000005,0.4980343926128103
2.12699,4.06632,3.1262,0.4,2.0,1.9,0.2168565955958875
2.12699,4.06632,3.1262,0.4,2.0,2.0,0.9555212263875414
2.12699,4.06632,3.1262,0.5,0.1,0.1,0.4359324301400769
2.12699,4.06632,3.1262,0.5,0.1,0.2,0.1558624405626526
2.12699,4.06632,3.1262,0.5,0.1,0.3,0.4457076618790846
2.12699,4.06632,3.1262,0.5,0.1,0.4,0.9044403875683422
2.12699,4.06632,3.1262,0.5,0.1,0.5,0.3600310991847999
2.12699,4.06632,3.1262,0.5,0.1,0.6,0.823884202736165
2.12699,4.06632,3.1262,0.5,0.1,0.7,0.7769113994654908
2.12699,4.06632,3.1262,0.5,0.1,0.8,0.7662523282784387
2.12699,4.06632,3.1262,0.5,0.1,0.9,0.5383719209371642
2.12699,4.06632,3.1262,0.5,0.1,1.0,0.3530105775162645
2.12699,4.06632,3.1262,0.5,0.1,1.1,0.9165551381469776
2.12699,4.06632,3.1262,0.5,0.1,1.2000000000000002,0.7869026786517236
2.12699,4.06632,3.1262,0.5,0.1,1.3,0.2059583728213097
2.12699,4.06632,3.1262,0.5,0.1,1.4,0.4722567885018166
2.12699,4.06632,3.1262,0.5,0.1,1.5000000000000002,0.1681990220751215
2.12699,4.06632,3.1262,0.5,0.1,1.6,0.3993122783447571
2.12699,4.06632,3.1262,0.5,0.1,1.7000000000000002,0.9537361553013172
2.12699,4.06632,3.1262,0.5,0.1,1.8000000000000005,0.3208597388246843
2.12699,4.06632,3.1262,0.5,0.1,1.9,0.927404356132912
2.12699,4.06632,3.1262,0.5,0.1,2.0,0.2319202255847322
2.12699,4.06632,3.1262,0.5,0.2,0.1,0.4296312078043787
2.12699,4.06632,3.1262,0.5,0.2,0.2,0.7219463558325859
2.12699,4.06632,3.1262,0.5,0.2,0.3,0.425690006408056
2.12699,4.06632,3.1262,0.5,0.2,0.4,0.1243304411745562
2.12699,4.06632,3.1262,0.5,0.2,0.5,0.2728538034198796
2.12699,4.06632,3.1262,0.5,0.2,0.6,0.9093927083214142
2.12699,4.06632,3.1262,0.5,0.2,0.7,0.3317770950561389
2.12699,4.06632,3.1262,0.5,0.2,0.8,0.2702270930562123
2.12699,4.06632,3.1262,0.5,0.2,0.9,0.888453185092335
2.12699,4.06632,3.1262,0.5,0.2,1.0,0.5882308276556304
2.12699,4.06632,3.1262,0.5,0.2,1.1,0.3536006982245592
2.12699,4.06632,3.1262,0.5,0.2,1.2000000000000002,0.1047028931327827
2.12699,4.06632,3.1262,0.5,0.2,1.3,0.4403143371518527
2.12699,4.06632,3.1262,0.5,0.2,1.4,0.5883929652119073
2.12699,4.06632,3.1262,0.5,0.2,1.5000000000000002,0.3010927909056459
2.12699,4.06632,3.1262,0.5,0.2,1.6,0.7863813729724919
2.12699,4.06632,3.1262,0.5,0.2,1.7000000000000002,0.6053396579618247
2.12699,4.06632,3.1262,0.5,0.2,1.8000000000000005,0.4159245696330037
2.12699,4.06632,3.1262,0.5,0.2,1.9,0.87785301175648
2.12699,4.06632,3.1262,0.5,0.2,2.0,0.4185527146849516
2.12699,4.06632,3.1262,0.5,0.3,0.1,0.5431979855098475
2.12699,4.06632,3.1262,0.5,0.3,0.2,0.548452524308975
2.12699,4.06632,3.1262,0.5,0.3,0.3,0.8725280619420904
2.12699,4.06632,3.1262,0.5,0.3,0.4,0.807182186530603
2.12699,4.06632,3.1262,0.5,0.3,0.5,0.966789362882077
2.12699,4.06632,3.1262,0.5,0.3,0.6,0.5376310521176758
2.12699,4.06632,3.1262,0.5,0.3,0.7,0.7507271203143852
2.12699,4.06632,3.1262,0.5,0.3,0.8,0.6448094607794944
2.12699,4.06632,3.1262,0.5,0.3,0.9,0.6152798549443736
2.12699,4.06632,3.1262,0.5,0.3,1.0,0.8060361655161291
2.12699,4.06632,3.1262,0.5,0.3,1.1,0.5559057361952557
2.12699,4.06632,3.1262,0.5,0.3,1.2000000000000002,0.2207068530708845
2.12699,4.06632,3.1262,0.5,0.3,1.3,0.1671775835812345
2.12699,4.06632,3.1262,0.5,0.3,1.4,0.8311689955361503
2.12699,4.06632,3.1262,0.5,0.3,1.5000000000000002,0.2767890012665217
2.12699,4.06632,3.1262,0.5,0.3,1.6,0.195726239901195
2.12699,4.06632,3.1262,0.5,0.3,1.7000000000000002,0.3639637394369536
2.12699,4.06632,3.1262,0.5,0.3,1.8000000000000005,0.8666049004727889
2.12699,4.06632,3.1262,0.5,0.3,1.9,0.7950104274414339
2.12699,4.06632,3.1262,0.5,0.3,2.0,0.7522949451288984
2.12699,4.06632,3.1262,0.5,0.4,0.1,0.3233563944056694
2.12699,4.06632,3.1262,0.5,0.4,0.2,0.2245028850256561
2.12699,4.06632,3.1262,0.5,0.4,0.3,0.8682155181066962
2.12699,4.06632,3.1262,0.5,0.4,0.4,0.178547811066893
2.12699,4.06632,3.1262,0.5,0.4,0.5,0.1478322461326366
2.12699,4.06632,3.1262,0.5,0.4,0.6,0.7519296064526333
2.12699,4.06632,3.1262,0.5,0.4,0.7,0.2215284057764259
2.12699,4.06632,3.1262,0.5,0.4,0.8,0.7168762224459606
2.12699,4.06632,3.1262,0.5,0.4,0.9,0.1801608321437385
2.12699,4.06632,3.1262,0.5,0.4,1.0,0.370512572225064
2.12699,4.06632,3.1262,0.5,0.4,1.1,0.8865888653018484
2.12699,4.06632,3.1262,0.5,0.4,1.2000000000000002,0.1074869081732675
2.12699,4.06632,3.1262,0.5,0.4,1.3,0.5682751113192739
2.12699,4.06632,3.1262,0.5,0.4,1.4,0.8243119955699174
2.12699,4.06632,3.1262,0.5,0.4,1.5000000000000002,0.7134471209970943
2.12699,4.06632,3.1262,0.5,0.4,1.6,0.4929047681776165
2.12699,4.06632,3.1262,0.5,0.4,1.7000000000000002,0.7232947316857281
2.12699,4.06632,3.1262,0.5,0.4,1.8000000000000005,0.9663554865481137
2.12699,4.06632,3.1262,0.5,0.4,1.9,0.9664785963160896
2.12699,4.06632,3.1262,0.5,0.4,2.0,0.11078709547592
2.12699,4.06632,3.1262,0.5,0.5,0.1,0.6951457602426617
2.12699,4.06632,3.1262,0.5,0.5,0.2,0.448397977083835
2.12699,4.06632,3.1262,0.5,0.5,0.3,0.5087384511720003
2.12699,4.06632,3.1262,0.5,0.5,0.4,0.828498221553863
2.12699,4.06632,3.1262,0.5,0.5,0.5,0.9880688431929336
2.12699,4.06632,3.1262,0.5,0.5,0.6,0.7253258318268342
2.12699,4.06632,3.1262,0.5,0.5,0.7,0.1030773250708554
2.12699,4.06632,3.1262,0.5,0.5,0.8,0.8685110376298771
2.12699,4.06632,3.1262,0.5,0.5,0.9,0.6208225916385043
2.12699,4.06632,3.1262,0.5,0.5,1.0,0.9403740639938728
2.12699,4.06632,3.1262,0.5,0.5,1.1,0.1997649216292922
2.12699,4.06632,3.1262,0.5,0.5,1.2000000000000002,0.1152796775750746
2.12699,4.06632,3.1262,0.5,0.5,1.3,0.7494016910184218
2.12699,4.06632,3.1262,0.5,0.5,1.4,0.4218004187698645
2.12699,4.06632,3.1262,0.5,0.5,1.5000000000000002,0.7939468757001803
2.12699,4.06632,3.1262,0.5,0.5,1.6,0.5282487083783135
2.12699,4.06632,3.1262,0.5,0.5,1.7000000000000002,0.4944078815842078
2.12699,4.06632,3.1262,0.5,0.5,1.8000000000000005,0.4884855942580361
2.12699,4.06632,3.1262,0.5,0.5,1.9,0.7838580138096407
2.12699,4.06632,3.1262,0.5,0.5,2.0,0.2593431549834702
2.12699,4.06632,3.1262,0.5,0.6,0.1,0.1686604255299135
2.12699,4.06632,3.1262,0.5,0.6,0.2,0.5942432678014777
2.12699,4.06632,3.1262,0.5,0.6,0.3,0.1419205071339817
2.12699,4.06632,3.1262,0.5,0.6,0.4,0.8363401040757277
2.12699,4.06632,3.1262,0.5,0.6,0.5,0.9665950432524666
2.12699,4.06632,3.1262,0.5,0.6,0.6,0.6746262688461296
2.12699,4.06632,3.1262,0.5,0.6,0.7,0.5198098362876657
2.12699,4.06632,3.1262,0.5,0.6,0.8,0.3800372176567761
2.12699,4.06632,3.1262,0.5,0.6,0.9,0.7674109125553783
2.12699,4.06632,3.1262,0.5,0.6,1.0,0.7987101595303073
2.12699,4.06632,3.1262,0.5,0.6,1.1,0.2479870470828927
2.12699,4.06632,3.1262,0.5,0.6,1.2000000000000002,0.4727828017366953
2.12699,4.06632,3.1262,0.5,0.6,1.3,0.6368174958769519
2.12699,4.06632,3.1262,0.5,0.6,1.4,0.9810847630076172
2.12699,4.06632,3.1262,0.5,0.6,1.5000000000000002,0.6928513260097254
2.12699,4.06632,3.1262,0.5,0.6,1.6,0.9184178954002749
2.12699,4.06632,3.1262,0.5,0.6,1.7000000000000002,0.6857735336923788
2.12699,4.06632,3.1262,0.5,0.6,1.8000000000000005,0.4312397882211949
2.12699,4.06632,3.1262,0.5,0.6,1.9,0.3227975201615558
2.12699,4.06632,3.1262,0.5,0.6,2.0,0.2191547163317419
2.12699,4.06632,3.1262,0.5,0.7,0.1,0.9264992549246
2.12699,4.06632,3.1262,0.5,0.7,0.2,0.6300419726420036
2.12699,4.06632,3.1262,0.5,0.7,0.3,0.8601536005635506
2.12699,4.06632,3.1262,0.5,0.7,0.4,0.2820239079332861
2.12699,4.06632,3.1262,0.5,0.7,0.5,0.9815869511764456
2.12699,4.06632,3.1262,0.5,0.7,0.6,0.4445251534956369
2.12699,4.06632,3.1262,0.5,0.7,0.7,0.4954923289838056
2.12699,4.06632,3.1262,0.5,0.7,0.8,0.7306539132820511
2.12699,4.06632,3.1262,0.5,0.7,0.9,0.276461102222042
2.12699,4.06632,3.1262,0.5,0.7,1.0,0.674965514062308
2.12699,4.06632,3.1262,0.5,0.7,1.1,0.1800682958041438
2.12699,4.06632,3.1262,0.5,0.7,1.2000000000000002,0.4518707373656055
2.12699,4.06632,3.1262,0.5,0.7,1.3,0.8819952301394642
2.12699,4.06632,3.1262,0.5,0.7,1.4,0.9497914062219874
2.12699,4.06632,3.1262,0.5,0.7,1.5000000000000002,0.4735199186256975
2.12699,4.06632,3.1262,0.5,0.7,1.6,0.2974669378298937
2.12699,4.06632,3.1262,0.5,0.7,1.7000000000000002,0.2201058887081076
2.12699,4.06632,3.1262,0.5,0.7,1.8000000000000005,0.1096709566608142
2.12699,4.06632,3.1262,0.5,0.7,1.9,0.6236288382624847
2.12699,4.06632,3.1262,0.5,0.7,2.0,0.4137457787739079
2.12699,4.06632,3.1262,0.5,0.8,0.1,0.5278418049934029
2.12699,4.06632,3.1262,0.5,0.8,0.2,0.5036401396612351
2.12699,4.06632,3.1262,0.5,0.8,0.3,0.5103552219875503
2.12699,4.06632,3.1262,0.5,0.8,0.4,0.6270863716855379
2.12699,4.06632,3.1262,0.5,0.8,0.5,0.8307124297934266
2.12699,4.06632,3.1262,0.5,0.8,0.6,0.1319969353026174
2.12699,4.06632,3.1262,0.5,0.8,0.7,0.3502829787094966
2.12699,4.06632,3.1262,0.5,0.8,0.8,0.3146140176622438
2.12699,4.06632,3.1262,0.5,0.8,0.9,0.7941463023527762
2.12699,4.06632,3.1262,0.5,0.8,1.0,0.2488904047349247
2.12699,4.06632,3.1262,0.5,0.8,1.1,0.8178899825222772
2.12699,4.06632,3.1262,0.5,0.8,1.2000000000000002,0.8867069999222859
2.12699,4.06632,3.1262,0.5,0.8,1.3,0.6356825042647203
2.12699,4.06632,3.1262,0.5,0.8,1.4,0.5411134693935773
2.12699,4.06632,3.1262,0.5,0.8,1.5000000000000002,0.7905852113450491
2.12699,4.06632,3.1262,0.5,0.8,1.6,0.4615095516476241
2.12699,4.06632,3.1262,0.5,0.8,1.7000000000000002,0.4379543035156817
2.12699,4.06632,3.1262,0.5,0.8,1.8000000000000005,0.7192406420683771
